"City1";"Country1";"City2";"Country2";"Year";"k50";"k100";"k150";"k200";"H1";"H2";"Hboth"
"Karkkila";"Finland";"Prienai";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Kotka";"Finland";"Klaipeda";"Lithuania";"1994";"1";"1";"1";"1";0;0;0
"Riihimaki";"Finland";"Jonava";"Lithuania";"1999";"0";"0";"0";"0";0;0;0
"Tampere";"Finland";"Kaunas";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Pagegiai";"Lithuania";"Lomma Municipality";"Sweden";"2001";"0";"1";"1";"1";0;0;0
"Kretinga";"Lithuania";"Osby Municipality";"Sweden";"1994";"0";"1";"1";"1";0;0;0
"Palanga";"Lithuania";"Simrishamn Municipality";"Sweden";"0";"1";"1";"1";"1";0;0;0
"Ukmerge";"Lithuania";"Solvesborg Municipality";"Sweden";"2000";"0";"0";"0";"0";0;0;0
"Druskininkai";"Lithuania";"Ystad Municipality";"Sweden";"0";"0";"0";"0";"0";0;0;0
"Sirvintos";"Lithuania";"Oppegard";"Norway";"1966";"0";"0";"0";"0";0;0;0
"Oslo";"Norway";"Vilnius";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Kaunas";"Lithuania";"Vestfold";"Norway";"0";"0";"0";"0";"0";0;0;0
"Vilnius";"Lithuania";"Aalborg";"Denmark";"1997";"0";"0";"0";"0";0;0;0
"Holstebro";"Denmark";"Prienai";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Kolding Municipality";"Denmark";"Panevezys";"Lithuania";"2000";"0";"0";"0";"1";0;0;0
"Odense Municipality";"Denmark";"Kaunas";"Lithuania";"1992";"0";"0";"0";"0";0;0;0
"Bad Kotzting";"WestGER";"Prienai";"Lithuania";"2008";"0";"0";"0";"0";0;0;0
"Telsiai";"Lithuania";"Bassum";"WestGER";"2009";"0";"0";"0";"0";0;0;0
"Marijampole";"Lithuania";"Bergisch Gladbach";"WestGER";"1989";"0";"0";"0";"0";0;0;0
"Jurbarkas";"Lithuania";"Lichtenfeld, Berlin";"WestGER";"2003";"0";"0";"0";"1";0;0;0
"Trakai";"Lithuania";"Bernburg";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Jubarkas";"Lithuania";"Crailsheim";"WestGER";"2000";"0";"0";"0";"0";0;0;0
"Nemencine";"Lithuania";"Dessau-Rosslau";"WestGER";"1995";"0";"0";"0";"0";0;0;0
"Duisburg";"WestGER";"Vilnius";"Lithuania";"1985";"0";"0";"0";"0";0;0;0
"Erfurt";"WestGER";"Vilnius";"Lithuania";"1972";"0";"0";"0";"0";1;0;1
"Panevezys";"Lithuania";"Lunen";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Mannheim";"WestGER";"Klaipeda";"Lithuania";"2002";"0";"0";"0";"0";0;0;0
"Kaunas";"Lithuania";"Bialystok";"Poland";"0";"0";"0";"0";"0";0;0;0
"Chojna";"Poland";"Prienai";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Czestochowa";"Poland";"Siauliai";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Druskininkai";"Lithuania";"Elblag";"Poland";"0";"0";"0";"0";"0";0;1;1
"Gdansk";"Poland";"Vilnius";"Lithuania";"1992";"0";"0";"0";"0";1;0;1
"Gdynia";"Poland";"Klaipeda";"Lithuania";"1993";"1";"1";"1";"1";0;0;0
"Krakow";"Poland";"Vilnius";"Lithuania";"0";"0";"0";"0";"0";1;0;1
"Lodz";"Poland";"Vilnius";"Lithuania";"1991";"0";"0";"0";"0";0;0;0
"Panevezys";"Lithuania";"Lublin";"Poland";"1999";"0";"0";"0";"0";0;0;0
"Marijampole";"Lithuania";"Piotrkow Trybunalski";"Poland";"0";"0";"0";"0";"0";0;0;0
"Vilnius County";"Lithuania";"Rybnik";"Poland";"2000";"0";"0";"0";"0";0;0;0
"Ignalina";"Lithuania";"Serock";"Poland";"1999";"0";"0";"0";"0";0;0;0
"Druskininkai";"Lithuania";"Strzelce Opolskie";"Poland";"0";"0";"0";"0";"0";0;0;0
"Birzai";"Lithuania";"Tczew";"Poland";"1998";"0";"0";"1";"1";0;0;0
"Warsaw";"Poland";"Vilnius";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Wroclaw";"Poland";"Kaunas";"Lithuania";"0";"0";"0";"0";"0";1;0;1
"Visaginas";"Lithuania";"Zamosc";"Poland";"1977";"0";"0";"0";"0";0;0;0
"Birstonas";"Lithuania";"Znin";"Poland";"1998";"0";"0";"0";"0";0;0;0
"Salcininkai-Jasiunai";"Lithuania";"Znin";"Poland";"2003";"0";"0";"0";"0";0;0;0
"Anyksciai";"Lithuania";"Olaine";"Latvia";"0";"0";"0";"0";"0";0;0;0
"Birstonas";"Lithuania";"Keila";"Estonia";"0";"0";"0";"0";"0";0;0;0
"Elektrenai";"Lithuania";"Maardu";"Estonia";"0";"0";"0";"0";"0";0;0;0
"Kedainiai";"Lithuania";"Kohtla-Jarve";"Estonia";"1997";"0";"0";"0";"1";0;0;0
"Mazeikiai";"Lithuania";"Paide";"Estonia";"1993";"0";"0";"1";"1";0;0;0
"Panevezys";"Lithuania";"Rakvere";"Estonia";"2005";"0";"0";"0";"1";0;0;0
"Kretinga";"Lithuania";"Viljandi";"Estonia";"2005";"0";"0";"1";"1";0;1;1
"Joniskis";"Lithuania";"Voru";"Estonia";"2010";"0";"0";"0";"1";0;0;0
"Jurmala";"Latvia";"Kazan";"Russia";"0";"0";"0";"0";"0";0;0;0
"Tukums";"Latvia";"Krasnogorsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Jelgava";"Latvia";"Magadan";"Russia";"0";"0";"0";"0";"0";0;0;0
"Jelgava";"Latvia";"Moscow";"Russia";"0";"0";"0";"0";"0";0;0;0
"Daugavpils";"Latvia";"Naro-Fominsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Madona";"Latvia";"Orekhovo-Zuyevo";"Russia";"0";"0";"0";"0";"0";0;0;0
"Daugavpils";"Latvia";"St. Petersburg";"Russia";"2002";"0";"0";"0";"0";0;0;0
"Saldus";"Latvia";"Sergiyev Posad";"Russia";"0";"0";"0";"0";"0";0;0;0
"Talsi";"Latvia";"Shchyolkovo";"Russia";"0";"0";"0";"0";"0";0;0;0
"Jurmala";"Latvia";"Jakobstad";"Finland";"1962";"1";"1";"1";"1";0;0;0
"Karkkila";"Finland";"Sigulda";"Latvia";"2004";"0";"1";"1";"1";0;0;0
"Pori";"Finland";"Riga";"Latvia";"1965";"1";"1";"1";"1";0;1;1
"Riihimaki";"Finland";"Olaine";"Latvia";"1997";"0";"1";"1";"1";0;0;0
"Dobele";"Latvia";"Angelholm Municipality";"Sweden";"1997";"0";"1";"1";"1";0;0;0
"Jurmala";"Latvia";"Eskilstuna Municipality";"Sweden";"1991";"0";"1";"1";"1";0;0;0
"Jurmala";"Latvia";"Gavle Municipality";"Sweden";"1992";"1";"1";"1";"1";0;0;0
"Tukums";"Latvia";"Gotland Municipality";"Sweden";"0";"1";"1";"1";"1";0;0;0
"Dundaga";"Latvia";"Lekeberg Municipality";"Sweden";"1997";"0";"0";"0";"1";0;0;0
"Saldus";"Latvia";"Lidingo Municipality";"Sweden";"1991";"0";"0";"1";"1";0;0;0
"Jelgava";"Latvia";"Nacka Municipality";"Sweden";"1990";"1";"1";"1";"1";0;0;0
"Riga";"Latvia";"Norrkoping Municipality";"Sweden";"1988";"1";"1";"1";"1";1;0;1
"Burtnieki";"Latvia";"Stenungsund Municipality";"Sweden";"0";"0";"1";"1";"1";0;0;0
"Dobele";"Latvia";"Ulricehamn Municipality";"Sweden";"0";"0";"0";"1";"1";0;0;0
"Ventspils";"Latvia";"Vastervik Municipality";"Sweden";"1989";"1";"1";"1";"1";1;0;1
"Vecpiebalga";"Latvia";"Aremark";"Norway";"2009";"0";"0";"0";"1";0;0;0
"Rezekne";"Latvia";"Arendal";"Norway";"0";"0";"0";"0";"0";0;0;0
"Grobina";"Latvia";"Hjelmeland";"Norway";"0";"0";"0";"0";"0";0;0;0
"Vecpiebalga";"Latvia";"Marker";"Norway";"2009";"0";"0";"0";"1";0;0;0
"Straupe";"Latvia";"Spydeberg";"Norway";"1993";"0";"1";"1";"1";1;0;1
"Aalborg";"Denmark";"Riga";"Latvia";"1989";"1";"1";"1";"1";0;1;1
"Riga";"Latvia";"Frederikshavn";"Denmark";"0";"1";"1";"1";"1";1;0;1
"Holstebro";"Denmark";"Sigulda";"Latvia";"2004";"0";"1";"1";"1";0;0;0
"Limbazi";"Latvia";"Anklam";"EastGER";"2005";"1";"1";"1";"1";1;1;2
"Bad Kotzting";"WestGER";"Sigulda";"Latvia";"2004";"0";"0";"0";"0";0;0;0
"Bremen";"WestGER";"Riga";"Latvia";"1985";"0";"0";"0";"1";1;1;2
"Darmstadt";"WestGER";"Liepaja";"Latvia";"1993";"0";"0";"0";"0";0;0;0
"Kuldiga";"Latvia";"Geesthacht";"WestGER";"1991";"0";"1";"1";"1";1;0;1
"Saldus";"Latvia";"Liederbach am Taunus";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Rostock";"EastGER";"Riga";"Latvia";"1961";"1";"1";"1";"1";1;1;2
"Riga";"Latvia";"Soest";"WestGER";"0";"0";"0";"0";"0";1;0;1
"Stralsund";"EastGER";"Ventspils";"Latvia";"1969";"1";"1";"1";"1";1;1;2
"Smiltene";"Latvia";"Willich";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Jelgava";"Latvia";"Bialystok";"Poland";"0";"0";"0";"0";"0";0;0;0
"Chojna";"Poland";"Sigulda";"Latvia";"2004";"0";"1";"1";"1";0;0;0
"Rezekne";"Latvia";"Czestochowa";"Poland";"0";"0";"0";"0";"0";0;0;0
"Liepaja";"Latvia";"Elblag";"Poland";"1991";"1";"1";"1";"1";0;1;1
"Liepaja";"Latvia";"Gdynia";"Poland";"1999";"1";"1";"1";"1";0;0;0
"Aizkraukle";"Latvia";"Tczew";"Poland";"2007";"0";"0";"1";"1";0;0;0
"Warsaw";"Poland";"Riga";"Latvia";"0";"0";"0";"0";"0";0;1;1
"Cesis";"Latvia";"Alytus";"Lithuania";"0";"0";"0";"0";"0";1;0;1
"Klaipeda";"Lithuania";"Liepaja";"Latvia";"1997";"1";"1";"1";"1";0;0;0
"Prienai";"Lithuania";"Sigulda";"Latvia";"0";"0";"0";"0";"0";0;0;0
"Jelgava";"Latvia";"Siauliai";"Lithuania";"1990";"0";"0";"1";"1";0;0;0
"Vilnius";"Lithuania";"Riga";"Latvia";"0";"0";"0";"0";"0";0;1;1
"Jekabpils";"Latvia";"Maardu";"Estonia";"2003";"0";"0";"0";"1";0;0;0
"Vangazi";"Latvia";"Saue";"Estonia";"2001";"1";"1";"1";"1";0;0;0
"Skrunda";"Latvia";"Poltsamaa";"Estonia";"0";"0";"0";"1";"1";0;0;0
"Broceni";"Latvia";"Kunda";"Estonia";"2001";"0";"1";"1";"1";0;0;0
"Cesis";"Latvia";"Rakvere";"Estonia";"2005";"0";"1";"1";"1";1;0;1
"Dobele";"Latvia";"Tapa";"Estonia";"0";"0";"1";"1";"1";0;0;0
"Talsi";"Latvia";"Kuressaare";"Estonia";"1998";"1";"1";"1";"1";0;0;0
"Riga";"Latvia";"Tartu";"Estonia";"2004";"0";"0";"1";"1";1;1;2
"Valka";"Latvia";"Valga";"Estonia";"1995";"0";"0";"0";"1";0;0;0
"Valmiera";"Latvia";"Viljandi";"Estonia";"1960";"0";"0";"1";"1";1;1;2
"Aluksne";"Latvia";"Voru";"Estonia";"0";"0";"0";"0";"0";0;0;0
"Haapsalu";"Estonia";"Borovichi";"Russia";"0";"0";"0";"0";"0";0;0;0
"Tallinn";"Estonia";"Moscow";"Russia";"0";"0";"0";"0";"0";1;0;1
"Paldiski";"Estonia";"Ufa";"Russia";"0";"0";"0";"0";"0";0;0;0
"Maardu";"Estonia";"Velikiye Luki";"Russia";"0";"0";"0";"0";"0";0;0;0
"Nomme";"Estonia";"Espoo";"Finland";"1994";"1";"1";"1";"1";0;0;0
"Hamina";"Finland";"Paide";"Estonia";"1994";"0";"1";"1";"1";0;0;0
"Karkkila";"Finland";"Turi";"Estonia";"2004";"0";"1";"1";"1";0;0;0
"Kokemaki";"Finland";"Poltsamaa";"Estonia";"0";"0";"0";"1";"1";0;0;0
"Lahti";"Finland";"Narva";"Estonia";"1994";"0";"1";"1";"1";0;0;0
"Kardla";"Estonia";"Pargas";"Finland";"0";"0";"0";"1";"1";0;0;0
"Albu";"Estonia";"Salo";"Finland";"0";"0";"1";"1";"1";0;0;0
"Anija";"Estonia";"Salo";"Finland";"1995";"1";"1";"1";"1";0;0;0
"Salo";"Finland";"Elva";"Estonia";"1989";"0";"0";"0";"1";0;0;0
"Emmaste";"Estonia";"Salo";"Finland";"0";"1";"1";"1";"1";0;0;0
"Kaarma";"Estonia";"Salo";"Finland";"0";"1";"1";"1";"1";0;0;0
"Puhalepa";"Estonia";"Salo";"Finland";"0";"1";"1";"1";"1";0;0;0
"Turi";"Estonia";"Salo";"Finland";"0";"0";"1";"1";"1";0;0;0
"Tampere";"Finland";"Tartu";"Estonia";"1992";"0";"0";"1";"1";0;1;1
"Turku";"Finland";"Tartu";"Estonia";"2008";"0";"0";"1";"1";0;1;1
"Viljandi";"Estonia";"Eslov Municipality";"Sweden";"1990";"0";"0";"1";"1";1;0;1
"Osel";"Estonia";"Gotland Municipality";"Sweden";"1989";"1";"1";"1";"1";0;0;0
"Laane-Viru County";"Estonia";"Jonkoping Municipality";"Sweden";"1993";"0";"0";"0";"1";0;0;0
"Karksi-Nuia";"Estonia";"Leksand Municipality";"Sweden";"0";"0";"0";"0";"0";0;0;0
"Keila";"Estonia";"Nacka Municipality";"Sweden";"1991";"1";"1";"1";"1";0;0;0
"Koo";"Estonia";"Nora Municipality";"Sweden";"1991";"0";"0";"0";"1";0;0;0
"Rakvere";"Estonia";"Sigtuna Municipality";"Sweden";"1990";"1";"1";"1";"1";0;0;0
"Tallinn";"Estonia";"Skelleftea Municipality";"Sweden";"0";"0";"1";"1";"1";1;0;1
"Saue";"Estonia";"Sollentuna Municipality";"Sweden";"1992";"1";"1";"1";"1";0;0;0
"Tartu";"Estonia";"Uppsala Municipality";"Sweden";"1988";"0";"0";"1";"1";1;0;1
"Tartumaa";"Estonia";"Varberg Municipality";"Sweden";"0";"0";"0";"1";"1";0;0;0
"Baerum";"Norway";"Tartu";"Estonia";"0";"0";"0";"1";"1";0;1;1
"Parnu County";"Estonia";"Buskerud";"Norway";"0";"0";"0";"0";"1";0;0;0
"Hemsedal";"Norway";"Torva";"Estonia";"2007";"0";"0";"0";"0";0;0;0
"Halinga";"Estonia";"Hol";"Norway";"0";"0";"0";"0";"0";0;0;0
"Tolliste Parish";"Estonia";"Holtalen";"Norway";"0";"0";"0";"0";"0";0;0;0
"Keila";"Estonia";"Lunner";"Norway";"0";"1";"1";"1";"1";0;0;0
"Frederiksberg Municipality";"Denmark";"Tartu";"Estonia";"1991";"0";"0";"1";"1";0;1;1
"Tallinn";"Estonia";"Gladsaxe Municipality";"Denmark";"2003";"1";"1";"1";"1";1;0;1
"Turi";"Estonia";"Grenaa";"Denmark";"0";"0";"1";"1";"1";0;0;0
"Helsingor Municipality";"Denmark";"Parnu";"Estonia";"1991";"1";"1";"1";"1";0;1;1
"Holstebro";"Denmark";"Turi";"Estonia";"2004";"0";"1";"1";"1";0;0;0
"Kalundborg";"Denmark";"Valga";"Estonia";"0";"0";"0";"0";"1";0;0;0
"Ronne";"Denmark";"Kuressaare";"Estonia";"1991";"1";"1";"1";"1";0;0;0
"Thisted";"Denmark";"Johvi";"Estonia";"2000";"1";"1";"1";"1";0;0;0
"Tinglev";"Denmark";"Narva";"Estonia";"0";"1";"1";"1";"1";0;0;0
"Ahrensburg";"WestGER";"Viljandi";"Estonia";"1989";"0";"0";"1";"1";0;1;1
"Bad Kotzting";"WestGER";"Turi";"Estonia";"2004";"0";"0";"0";"0";0;0;0
"Kiel";"WestGER";"Tallinn";"Estonia";"1986";"1";"1";"1";"1";1;1;2
"Luneburg";"WestGER";"Tartu";"Estonia";"1993";"0";"0";"1";"1";1;1;2
"Norderstedt";"WestGER";"Kohtla-Jarve";"Estonia";"1989";"0";"1";"1";"1";0;0;0
"Preetz";"WestGER";"Tapa";"Estonia";"1991";"1";"1";"1";"1";0;0;0
"Rendsburg";"WestGER";"Haapsalu";"Estonia";"1989";"1";"1";"1";"1";0;0;0
"Bialystok";"Poland";"Tallinn";"Estonia";"0";"0";"0";"0";"0";0;1;1
"Chojna";"Poland";"Turi";"Estonia";"2004";"0";"1";"1";"1";0;0;0
"Narva";"Estonia";"Elblag";"Poland";"0";"1";"1";"1";"1";0;1;1
"Jogeva";"Estonia";"Jonava";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Kaunas";"Lithuania";"Tartu";"Estonia";"0";"0";"0";"0";"0";0;1;1
"Prienai";"Lithuania";"Turi";"Estonia";"0";"0";"0";"0";"0";0;0;0
"Siauliai";"Lithuania";"Parnu";"Estonia";"0";"0";"0";"1";"1";0;1;1
"Tallinn";"Estonia";"Vilnius";"Lithuania";"0";"0";"0";"0";"0";1;0;1
"Jelgava";"Latvia";"Parnu";"Estonia";"1957";"1";"1";"1";"1";0;1;1
"Narva";"Estonia";"Olaine";"Latvia";"0";"1";"1";"1";"1";0;0;0
"Riga";"Latvia";"Tallinn";"Estonia";"2002";"1";"1";"1";"1";1;1;2
"Saldus";"Latvia";"Paide";"Estonia";"1993";"0";"0";"1";"1";0;0;0
"Sigulda";"Latvia";"Turi";"Estonia";"2004";"0";"1";"1";"1";0;0;0
"Sigulda";"Latvia";"Keila";"Estonia";"0";"0";"1";"1";"1";0;0;0
"Kaarma";"Estonia";"Vaike-Maarja Parish";"Estonia";"1993";"0";"1";"1";"1";0;0;0
"Parnu";"Estonia";"Narva";"Estonia";"0";"1";"1";"1";"1";1;0;1
"Naryan-Mar";"Russia";"Arkhangelsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Kizlyar";"Russia";"Azov";"Russia";"0";"0";"0";"0";"0";0;0;0
"Salekhard, Yamalo-Nenets Autonomous Okrug";"Russia";"Azov";"Russia";"0";"0";"0";"0";"0";0;0;0
"Oryol";"Russia";"Bryansk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Severodvinsk";"Russia";"Bryansk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Maloyaroslavets";"Russia";"Dzerzhinsky";"Russia";"0";"0";"0";"0";"0";0;0;0
"Gus-Khrustalny";"Russia";"Dzerzhinsky";"Russia";"0";"0";"0";"0";"0";0;0;0
"Ozyory";"Russia";"Dzerzhinsky";"Russia";"0";"0";"0";"0";"0";0;0;0
"Soligalich";"Russia";"Dzerzhinsky";"Russia";"0";"0";"0";"0";"0";0;0;0
"Zarechny";"Russia";"Dzerzhinsky";"Russia";"0";"0";"0";"0";"0";0;0;0
"Aleksin";"Russia";"Dzerzhinsky";"Russia";"0";"0";"0";"0";"0";0;0;0
"Gubkin";"Russia";"Dzerzhinsky";"Russia";"0";"0";"0";"0";"0";0;0;0
"Belomorsk";"Russia";"Dzerzhinsky";"Russia";"0";"0";"0";"0";"0";0;0;0
"Istra";"Russia";"Dyurtyuli";"Russia";"0";"0";"0";"0";"0";0;0;0
"Ivanovo";"Russia";"Dzerzhinsky";"Russia";"0";"0";"0";"0";"0";0;0;0
"Kazan";"Russia";"Ivanovo";"Russia";"0";"0";"0";"0";"0";0;0;0
"Ulan-Ude";"Russia";"Kazan";"Russia";"0";"0";"0";"0";"0";0;0;0
"Budyonnovsk";"Russia";"Kizlyar";"Russia";"0";"0";"0";"0";"0";0;0;0
"Moscow";"Russia";"Kolomna";"Russia";"0";"0";"0";"0";"0";0;0;0
"Naryan-Mar";"Russia";"Moscow";"Russia";"0";"0";"0";"0";"0";0;0;0
"Ukhta";"Russia";"Naryan-Mar";"Russia";"0";"0";"0";"0";"0";0;0;0
"Nazran";"Russia";"Kislovodsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Klimovsk";"Russia";"Novocheboksarsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Sterlitamak";"Russia";"Novocheboksarsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Kronstadt";"Russia";"Novocherkassk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Tomsk";"Russia";"Novorossiysk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Novosibirsk";"Russia";"Omsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Kaliningrad";"Russia";"Omsk";"Russia";"2006";"0";"0";"0";"0";1;0;1
"Chelyabinsk";"Russia";"Omsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Pitkyaranta";"Russia";"Pikalyovo";"Russia";"0";"0";"0";"0";"0";0;0;0
"Podolsk";"Russia";"Petrozavodsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Serpukhov";"Russia";"Maloyaroslavets";"Russia";"0";"0";"0";"0";"0";0;0;0
"Makaravski Rayon";"Russia";"Serpukhovsky District";"Russia";"0";"0";"0";"0";"0";0;0;0
"Shelekhov";"Russia";"Rylsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Tutayev";"Russia";"Sokol";"Russia";"0";"0";"0";"0";"0";0;0;0
"Ufa";"Russia";"Orenburg";"Russia";"0";"0";"0";"0";"0";0;0;0
"Vladikavkaz";"Russia";"Makhachkala";"Russia";"0";"0";"0";"0";"0";0;0;0
"Vladikavkaz";"Russia";"Nalchik";"Russia";"0";"0";"0";"0";"0";0;0;0
"Espoo";"Finland";"Gatchina";"Russia";"0";"1";"1";"1";"1";0;0;0
"Espoo";"Finland";"Sochi";"Russia";"0";"0";"0";"0";"0";0;0;0
"Boksitogorsk";"Russia";"Eura";"Finland";"0";"0";"0";"0";"0";0;0;0
"Moscow";"Russia";"Helsinki";"Finland";"0";"0";"0";"0";"0";0;0;0
"Jyvaskyla";"Finland";"Yaroslavl";"Russia";"1966";"0";"0";"0";"0";0;0;0
"Rostov-on-Don";"Russia";"Kajaani";"Finland";"1956";"0";"0";"0";"0";0;0;0
"Kemi";"Finland";"Volgograd";"Russia";"1953";"0";"0";"0";"0";0;0;0
"Kouvola";"Finland";"Vologda";"Russia";"0";"0";"0";"0";"0";0;0;0
"Kuopio";"Finland";"Pitkyaranta";"Russia";"0";"0";"0";"0";"0";0;0;0
"Kuopio";"Finland";"Pskov";"Russia";"0";"0";"0";"0";"0";0;0;0
"Lahti";"Finland";"Kaluga";"Russia";"1994";"0";"0";"0";"0";0;0;0
"Kirovsk";"Russia";"Naantali";"Finland";"0";"0";"0";"0";"0";0;0;0
"Oulu";"Finland";"Arkhangelsk";"Russia";"1993";"0";"0";"0";"0";0;0;0
"Chudovo";"Russia";"Pargas";"Finland";"0";"0";"0";"0";"1";0;0;0
"Rauma";"Finland";"Kolpino";"Russia";"0";"1";"1";"1";"1";0;0;0
"Gus-Hrustalnyj";"Russia";"Riihimaki";"Finland";"1960";"0";"0";"0";"0";0;0;0
"Rovaniemi";"Finland";"Murmansk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Salo";"Finland";"Rzhev";"Russia";"0";"0";"0";"0";"0";0;0;0
"Borovichi";"Russia";"Suolahti";"Finland";"0";"0";"0";"0";"0";0;0;0
"Tampere";"Finland";"Nizhny Novgorod";"Russia";"0";"0";"0";"0";"0";0;0;0
"Turku";"Finland";"St. Petersburg";"Russia";"1953";"1";"1";"1";"1";0;0;0
"Borovichi";"Russia";"Aanekoski";"Finland";"0";"0";"0";"0";"0";0;0;0
"Monchegorsk";"Russia";"Alvsbyn Municipality";"Sweden";"0";"0";"0";"0";"0";0;0;0
"Umba";"Russia";"Arjeplog Municipality";"Sweden";"0";"0";"0";"0";"0";0;0;0
"Boden Municipality";"Sweden";"Apatity";"Russia";"0";"0";"0";"0";"0";0;0;0
"Kaliningrad";"Russia";"Kalmar Municipality";"Sweden";"2000";"1";"1";"1";"1";1;1;2
"Kaliningrad";"Russia";"Malmo Municipality";"Sweden";"1994";"1";"1";"1";"1";1;0;1
"Sortavala";"Russia";"Solvesborg Municipality";"Sweden";"1997";"0";"0";"0";"1";0;0;0
"Alta";"Norway";"Apatity";"Russia";"0";"0";"0";"0";"0";0;0;0
"Ballangen";"Norway";"Tosno";"Russia";"1999";"0";"0";"0";"0";0;0;0
"Belomorsk";"Russia";"Berlevag";"Norway";"0";"0";"0";"0";"0";0;0;0
"Bodo";"Norway";"Vyborg";"Russia";"0";"0";"0";"0";"0";0;0;0
"Gildeskal";"Norway";"Lodeynoye Pole";"Russia";"1993";"0";"0";"0";"0";0;0;0
"Hammerfest";"Norway";"Kola";"Russia";"0";"0";"0";"0";"0";0;0;0
"Harstad";"Norway";"Kirovsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Volkhov";"Russia";"Melhus";"Norway";"0";"0";"0";"0";"0";0;0;0
"Moss";"Norway";"Novgorod";"Russia";"0";"0";"0";"0";"1";0;0;0
"Narvik";"Norway";"Kingisepp";"Russia";"0";"0";"0";"0";"0";0;0;0
"Leningrad Oblast";"Russia";"Nordland";"Norway";"0";"0";"0";"0";"0";0;0;0
"Oslo";"Norway";"St. Petersburg";"Russia";"1995";"1";"1";"1";"1";0;0;0
"Rana";"Norway";"Petrozavodsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Pechenga";"Russia";"Sor-Varanger";"Norway";"0";"0";"0";"0";"0";0;0;0
"Severomorsk";"Russia";"Sor-Varanger";"Norway";"0";"0";"0";"0";"0";0;0;0
"Steigen";"Norway";"Podporozhye";"Russia";"0";"0";"0";"0";"0";0;0;0
"Tromso";"Norway";"Murmansk";"Russia";"1972";"0";"0";"0";"0";0;0;0
"Arkhangelsk";"Russia";"Tromso";"Norway";"2011";"0";"0";"0";"0";0;0;0
"Tysfjord";"Norway";"Kirishi";"Russia";"0";"0";"0";"0";"0";0;0;0
"Vadso";"Norway";"Murmansk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Arkhangelsk";"Russia";"Vardo";"Norway";"1989";"0";"0";"0";"0";0;0;0
"Vefsn";"Norway";"Volkhov";"Russia";"1992";"0";"0";"0";"0";0;0;0
"Aalborg";"Denmark";"Pushkin";"Russia";"1971";"1";"1";"1";"1";0;0;0
"Aachen";"WestGER";"Kostroma";"Russia";"2005";"0";"0";"0";"0";0;0;0
"Petergof";"Russia";"Bad Homburg";"WestGER";"1994";"0";"0";"0";"0";0;0;0
"Berlin";"WestGER";"Moscow";"Russia";"1991";"0";"0";"0";"0";1;0;1
"Kaliningrad";"Russia";"Berlin";"WestGER";"2001";"0";"0";"0";"1";1;1;2
"Petrogradsky District, St. Petersburg";"Russia";"Mitte, Berlin";"WestGER";"1994";"0";"0";"0";"1";0;0;0
"Volgograd";"Russia";"Berlin";"WestGER";"0";"0";"0";"0";"0";0;1;1
"St. Petersburg";"Russia";"Berlin";"WestGER";"1991";"0";"0";"0";"1";0;1;1
"Dzerzhinsk";"Russia";"Bitterfeld";"WestGER";"1996";"0";"0";"0";"0";0;0;0
"Kaliningrad";"Russia";"Bremerhaven";"WestGER";"1991";"0";"0";"0";"1";1;0;1
"Celle";"WestGER";"Tyumen";"Russia";"1994";"0";"0";"0";"0";0;0;0
"Chemnitz";"WestGER";"Volgograd";"Russia";"1988";"0";"0";"0";"0";0;0;0
"Cologne";"WestGER";"Volgograd";"Russia";"1988";"0";"0";"0";"0";0;0;0
"Cottbus";"WestGER";"Lipetsk";"Russia";"1974";"0";"0";"0";"0";0;0;0
"Murmansk";"Russia";"Cuxhaven";"WestGER";"2004";"0";"0";"0";"0";0;0;0
"Rostov";"Russia";"Dortmund";"WestGER";"1973";"0";"0";"0";"0";0;0;0
